AT,V,AP,RH,PE
14.73,54.3,1016.75,67.13,463.63
13.41,49.83,1008.83,87.14,466.38
24.16,65.06,1013.88,58.96,442.32
18.44,39.72,1001.14,66.83,460.44
19.76,48.92,1010.48,46.57,456.69
22.48,71.29,1008.15,75.41,444.71
14.5,53.82,1016.81,62.89,464.27
15.87,45,1021.92,40,470.85
19.72,51.19,1008.51,95.28,446.01
22.32,64.27,1014.35,82.98,446.62
30.51,60.75,1009.86,51,435.57
16.73,43.79,1016.25,73.58,468.87
8.31,40.46,1020.07,78.18,476.72
3.69,38.44,1016.74,82.87,490.78
12.33,45.51,1016.49,79.2,471.16
9.7,40.11,1026.61,75.48,473.97
13.26,41.78,1009.77,61.69,467.78
6.81,37.49,1010.74,88.25,482.21
24.42,62.66,1007.65,71.57,443.09
16,44.9,1020.5,80.89,461.5
30.9,70.8,1008.48,67.48,435.27
15.33,52.05,1014.15,80.56,452.82
23.92,61.87,1009.63,54.16,441.15
13.08,39.28,1012.41,77.98,474.13
31.28,75.08,1005.39,49.53,438.63
24.78,50.78,1008.81,62.97,443.98
23.27,64.69,1006.84,70.53,438.08
11.95,42.07,1018.52,84.73,467.91
8.44,41.17,1019.9,70.72,486.15
23.85,74.22,1009.99,82.72,441.66
21.01,60.1,1010.93,78.6,450.99
13.89,35.71,1016.4,65.49,468.54
8.91,40.11,1022.87,78.39,475.43
14.05,41.39,1019.06,68.54,472.19
27.17,63.09,1015.59,68.33,443.66
22.61,49.3,1003.51,83.02,441.76
20.36,57.5,1014.36,82.96,452.28
14.16,44.06,1018.92,76.34,464.91
25.18,71.98,1006.71,89.86,432.88
16.68,43.14,1018.39,76.48,459.83
4,39.9,1008.46,97.21,490.68
9.3,38.18,1017.19,71.51,480.14
12.64,40.71,1024.2,65.21,476.37
21.48,47.43,1006.88,63.54,449.2
32.69,72.86,1003.57,56.84,431.76
26.42,59.54,1007.02,76.28,438.5
15.34,41.96,1012.08,100.12,468.33
26.34,59.21,1013.37,58.98,439.22
25.95,65.61,1014.36,52.54,443.88
23.02,63.47,1012.21,80.61,443.66
19.94,44.63,1004.73,78.48,455.58
21.82,65.27,1013.86,72.81,447.43
21.16,45.38,1014.65,73.06,458.63
14.85,39.39,1013.93,76.27,468.84
26.49,59.44,1012.09,57.84,441.16
9.77,41.44,1017.69,78.26,481.74
16.16,25.88,1009.58,72.24,461.86
19.09,43.14,1012.34,45.75,463.3
21.36,68.28,1007.6,72.37,445.91
12.58,39.72,1018.08,64.25,469.38
13.93,44.47,1025.35,81.54,469.25
18.87,62.96,1020.55,82.87,455.22
25.14,64.63,1020.63,54,446.63
15.26,46.18,1013.68,98.58,463.6
23.37,70.94,1008.01,81.28,441.56
30.15,72.51,1009.37,50.64,443.72
28.09,77.95,1017.07,70.98,436.94
13.56,43.67,1011.34,94.02,467.09
23.75,59.07,1007.73,88.82,443.54
14.42,44.66,1016.1,93.89,461.34
32.91,73.56,1007.02,55.03,434.03
26.1,63.56,1013.12,61,442.75
31.46,71.29,1008.57,41.79,430.8
7.74,42.49,1009.07,90.11,481.69
28.41,66.91,1008.22,57.93,440.52
32.1,69.98,1013.31,55.84,431.09
14.64,53.82,1016.33,60.59,463.18
12.24,41.2,1012.48,89.85,473.22
23.71,50.23,1017.55,73.24,458.59
24.6,63.94,1012.87,80.28,439.63
16.23,43.69,1016.4,68.9,466.22
18.68,62.1,1019.78,83.67,453.25
6.99,39.37,1020.19,75.06,487.18
31.5,74.16,1011.72,56.42,436.43
18.11,43.43,1008.65,73.3,451.38
12.15,38.78,1013.34,95.05,474.15
29.01,66.56,1006.44,57.62,428.32
16.85,39.64,1008.82,80.81,464.2
25.33,71.32,1007.05,85.31,434.68
18.87,44.06,1013.42,68.78,451.4
17.73,40.55,1003.36,74.62,462.69
11.67,44.6,1018.09,92.53,467.96
2.8,39.64,1011.01,82.96,482.66
26.55,60.23,1009.88,79.54,438.95
32.51,73.56,1007.06,59.6,435.23
17.89,40.12,1011.99,76.52,451.79
25.17,72.39,1001.69,90.51,432.45
19.96,56.03,1020.59,64.95,454.67
8.26,40.96,1025.23,89.22,485.73
26.02,68.67,1006.73,75.19,440.12
13.13,40.75,1016.05,80.87,472.5
11.54,45.51,1017.19,83.02,474.73
9.07,40.67,1014.41,70.39,484.5
30.36,68.08,1010.76,51.32,429.97
10.97,40.6,1015,87.59,478.69
11.49,44.2,1018.79,91.14,475.51
14.27,44.34,1018.95,71.44,470.98
12.8,39.16,1015.94,89.83,472.47
18.51,48.06,1015.14,79.83,455.44
10.04,41.62,1013.36,95.17,463.87
27.16,65.61,1014.21,47.93,441.33
5.81,35.79,1012.14,92.28,484.41
16.77,45.01,1013.47,81.42,458.22
24.93,47.01,1014.28,66.04,455.06
24.43,59.87,1019.08,60.57,441.61
29.42,56.9,1006.51,53.6,439.51
23.44,62.52,1016.46,67.21,447.19
19.76,51.19,1008.38,92.56,448.71
31.91,67.83,1008.76,53.22,425.28
23.53,72.24,1010.84,94.33,436.69
9.46,42.28,1008.67,78.16,481.95
30.15,70.32,1007.58,54.14,426.8
30.76,73.17,1009.89,50.43,430.98
13.64,44.88,1019.85,56.86,466.66
12.38,41.62,1012.37,84.15,461.07
23.96,58.33,1013.37,59.97,446.01
15.91,44.99,1010.93,62.81,459.73
17.83,44.92,1025.04,70.58,458.42
19.86,59.14,1016.12,69.32,449.82
13.27,42.28,1008.3,86.2,468.86
21.79,61.45,1011.11,91.78,446.99
14.89,39.82,1013.23,82.49,470.19
16.7,46.18,1011.4,95.51,458.05
12.04,42.34,1019.72,94.67,465.36
18.77,58.66,1010.34,87.25,454.54
18.22,49.25,1020.33,61.87,454.66
14.94,40,1017.69,65.43,456.41
31.01,69.13,1000.93,62.96,425.69
31.16,67.45,1014.69,32.25,428.35
8.14,37.49,1009.04,80.33,480.66
25.72,66.86,1007.47,69.14,439.97
26.76,49.02,1007.96,70.05,439.4
6.67,36.08,1022.31,83.51,486.52
22.75,58.79,1011.44,84.47,445.67
13.85,41.39,1018.62,75.55,471.45
19.72,65.94,1010.53,82.12,446.84
29.56,73.88,1005.77,66.45,436.6
17.03,58.49,1011.91,92.16,460.48
13.95,38.73,1003.87,83.94,468.21
11.48,37.92,1008.47,70.55,472.9
27.82,79.74,1008.37,69.46,436.48
26.73,49.02,1007.75,67.73,438.17
22.83,70.79,1006.36,92.07,438
19.98,49.15,1021.56,63.89,457.54
13.8,40.2,1013.12,90.59,466.29
16.01,49.64,1026.35,77.75,457.8
15.78,43.99,1022.19,83.7,461.07
13.53,42.03,1017.52,84.02,466.71
27.47,70.72,1009.97,74.62,443.25
24.44,59.14,1016.74,71.82,443.5
10.57,36.71,1022.11,82.39,472.62
13.42,42.86,1013.88,85.13,473.27
17.48,44.2,1018.89,61.51,457.15
12.86,40.6,1013.6,84.85,472.04
27.82,59.15,1012.74,42.78,442
21.53,52.84,1005.06,88.22,444.04
26.72,74.87,1010.18,70.74,441.93
15.43,41.1,1005.2,85.06,467.21
11.23,41.17,1019.36,56.85,475.85
28.73,68.3,1016.53,55.73,434.15
17.86,52.9,1015.71,67.99,457.42
23.56,73.18,1012.18,87.98,437.92
27.97,68.31,1010.64,55.91,443.34
24.35,60.27,1017.6,75.45,441.74
31.13,64.05,1011.51,61.27,439.24
29.26,67.17,1006.6,70.58,436.42
14.22,37.85,1011.24,88.49,471.05
8.96,40.02,1031.21,82.32,475.47
11.28,42.44,1014.62,99.78,473.36
29.01,70.04,1010.02,57.35,430.26
20.4,57.85,1011.14,92.47,450.07
25.03,47.93,1003.02,62.89,443.55
28.31,71.85,1009,77.56,429.57
15.54,41.96,1011.78,97.46,467.1
15.3,41.76,1022.57,71.56,466.59
15.08,37.85,1009.85,85.9,465.58
24.6,57.85,1012.92,69.56,447.09
22.32,70.47,1010.97,83.16,441.87
12.25,48.79,1017.44,88.91,469.52
22.43,63.76,1009.84,75.27,442.85
33.38,71.06,1008.1,64.83,430.98
13.74,45.08,1024.97,84.79,466.79
24.27,60.23,1011.84,77.8,438.99
26.51,67.25,1017.85,64.17,435.52
24.44,69.13,1011.1,87.62,434.34
8.95,43.56,1015.04,81.53,485.21
24.99,51.43,1006.95,79.63,441.45
12.6,40.35,1011.89,80.88,475.42
27.77,51.43,1006.58,69.01,438.7
25.46,70.32,1010.65,64.7,433.08
21.45,45.09,1013.83,52.26,453.15
11.41,40.62,1015.56,57.62,466.83
6.5,38.5,1013.92,90.1,486.78
28.61,69.75,1009.82,71.7,440.53
14.76,40.71,1017.37,71.07,465.58
21.95,68.63,1012.8,61.55,448.9
18.63,45.87,1007.98,79.9,453.79
14.44,40.1,1015.51,79.78,468.19
13.16,54.3,1017.33,82.43,468.4
27.91,63.76,1010.27,65.67,435.21
14.28,42.74,1028.79,70.67,467.22
14.51,49.83,1006.27,91.65,460.45
14.62,46.18,1014.75,96.81,462.26
7.25,41.14,1024.99,95.85,477.45
27.78,72.43,1006.72,74.53,429.62
23.69,73.67,1007.19,86.73,437.57
28.68,70.32,1008.51,45.73,430.48
25.42,67.25,1017.92,68.61,439.43
17.67,43.96,1011.68,82.13,466.31
26.75,58.33,1013.55,45.47,444.09
14.74,42.77,1017.71,76.59,463.61
10.7,44.77,1017.8,82.37,484.94
23.29,62.91,1013.35,68.25,444.61
26.6,63.07,1011.97,61.3,442.25
16.64,39.64,1008.7,81.79,463.49
12.5,43.67,1013.99,90.91,473.26
28.24,65.27,1013.43,48.74,439.36
22.09,65.59,1015.54,72.44,447.28
11.3,25.36,1008.66,96.18,471.19
26.88,79.74,1006.54,93.7,434.77
13.04,45.09,1013,87.68,467.44
31.23,66.75,1017.48,36.55,433.9
28.72,68.14,1005.82,46.52,443.26
23.69,58.05,1012.08,74.26,444.46
23.84,49.21,1013.1,44.72,445.44
12.69,40.75,1016.05,82.92,472.68
27.57,71.32,1002.59,76.68,436.61
6.8,37.8,1021.09,70.02,485.96
24.07,71.97,1008.83,94.87,441.84
25.93,60.29,1017.62,50.03,444.04
12.43,43.22,1008.93,77.42,468.01
27.35,77.95,1017.43,73.36,437.61
18.41,44.89,1009.75,77.24,448.88
22.21,48.14,1015.08,66.8,448.33
12.14,40.27,1007.57,73.22,472.84
16.37,52.9,1015.14,73.11,461.15
17.66,44.9,1020.5,71.33,457.11
24.2,59.43,1009.69,62.3,440.66
23.55,51.95,1006,76.46,449.54
23.18,59.04,1011.44,79.28,443.12
25.1,60.37,1005.83,72.53,438.44
11.44,34.03,1018.57,74.06,476.06
26.96,69.45,1013.89,51.47,436.69
14.47,48.14,1017.28,87.36,457.45
19.79,44.9,1008.66,72.68,455.59
15.94,44.85,1014.29,67.57,462.54
18.25,43.14,1011.51,55.16,462.78
29.6,69.82,1010.49,61.66,438.47
31.35,68.67,1005.26,66.85,433.73
17.86,45,1023.25,53.48,465.78
19.77,49.39,1019.02,91.03,451.05
15.92,37.64,1014.93,83.73,464.14
18.59,44.63,1003.99,86.22,459.65
25.5,67.83,1009.29,61.29,437.49
24.95,64.33,1011.34,81.05,440.97
14,43.34,1016.37,85.51,463.99
23.64,70.04,1011.09,83.35,435.21
17.12,68.28,1003.56,94.29,449.94
13.72,45.01,1014.07,77,464.59
25.48,58.95,1017.02,51.16,440.42
29.95,67.25,1017.68,51.91,433.13
8.86,36.71,1025.64,79.65,478.88
31.88,66.44,1009.25,64.06,427.83
26.22,67.45,1013.7,44.04,440.17
16.46,48.6,1006.08,89,449.58
22.35,58.59,1013.99,79.78,444.04
16.24,41.93,1021.66,44.91,467.69
27.83,59.57,1011.22,71.05,443.85
13.72,49.83,1006.88,89.49,463.65
13.2,40.83,1007.75,94.98,472.41
29.93,69.48,1009.21,54.59,430.75
8.19,41.66,1016.57,75.38,485.2
30.2,56.9,1006.89,42.69,436.17
18.81,61.87,1009.71,70.47,448.49
26.03,64.44,1012.75,62.24,445.89
15.49,40.89,1007.16,82.16,465.37
12.81,45.51,1015.46,79.97,469.27
27.64,75.6,1017.35,54.78,441.04
5.66,35.79,1013.86,94.42,484.15
20.03,62.26,1012.15,82.54,447.4
12.27,41.17,1019.41,58.1,475.13
31.73,73.42,1010.8,61.81,430.46
25.51,64.27,1013.28,61.85,444.76
28.62,59.14,1016.36,53.1,436.09
17.37,58.49,1012.2,91.14,456.29
26.06,64.05,1012,84.05,442.24
10.23,42.32,1017.53,89.93,473.59
29.33,64.84,1010.76,53.32,443.15
23.45,70.04,1010.99,79.2,436.46
29.15,73.42,1011.43,66.49,432.26
29.03,69.51,1009.8,47.04,435.09
7.54,40.72,1023.82,85.15,485.92
12.76,40.27,1006.58,49.34,474.03
25.36,60.07,1015.06,66.11,439.73
14.77,44.47,1028.38,71.18,464.25
27.01,52.3,1007.78,60.38,439.51
12.82,38.62,1018.71,83.8,467.41
24.42,63.31,1012.64,71.8,438.39
21.94,64.69,1007.39,77.58,449.36
11.31,39.61,1018.74,68.9,471.92
14.22,39.39,1014.16,80.22,470.98
12.8,44.9,1007.58,66.6,466.95
22.33,45.87,1007.8,63.61,447.02
21.63,71.85,1009.44,76.89,434.1
14.8,44.21,1021.59,89.24,466.21
34.35,77.17,1009.26,59.33,437.65
10.77,44.78,1012.87,84.16,470.66
19.32,52.84,1004.29,83.51,450.88
18.71,53.16,1013.26,82.64,455.7
29.35,54.2,1013.07,42.45,439.47
14.13,43.7,1015.94,80.89,469.28
10.41,41.01,1020.12,94.27,472.82
25.49,47.45,1007.89,57.04,444.52
12.84,50.59,1020.08,88.08,470.96
13.78,40.73,1017.55,94.28,462.59
26.12,63.31,1013.97,51.6,439.77
12.75,39.85,1012.51,62.37,475.61
20,56.53,1020.43,75.94,454.86
18.5,47.03,1013.97,93.6,460.08
15.65,43.5,1021.39,78.58,463.5
26.89,49.16,1003.84,41.22,442.39
32.81,75.08,1005.09,42,433.37
20.25,44.78,1007.93,40.16,462.44
15.07,39.3,1019,63.62,464.7
34.48,74.34,1000.91,42.61,433.94
27.98,74.87,1010.02,66.44,435.32
25.31,65.59,1011.16,79.71,440.96
14.07,42.86,1032.16,71.53,467.47
30.11,70.8,1008.57,69.25,432.33
15.91,71.14,1019.7,72.65,458.15
26,69.88,1007.99,87.07,434.79
22.11,59.8,1016.86,70.14,450.62
23.84,63.47,1012.54,76.33,444.48
18,44.06,1016.8,78.88,454.59
7.45,43.13,1019.31,86.32,485.6
10.79,39.82,1012.89,88.25,479.92
26.77,74.22,1008.87,74.68,434.35
31.07,70.98,1007.24,72.03,432.96
11.87,41.58,1017.29,90.3,464.77
12.74,44.03,1007.62,97.64,463.96
31.03,74.33,1011.55,63.45,429.35
14.01,38.91,1015.86,69.24,470.1
23.92,73.17,1011.81,92.33,433.78
20.37,52.05,1012.34,62.57,456.11
27.25,69.98,1008.55,59.55,431.44
12.65,44.03,1007.13,85.23,466.01
10.28,39.64,1010.45,74.15,477.65
30.7,67.69,1005.92,51.58,429.58
21.43,63.94,1017.28,57.49,449.02
7.94,42.02,1006.22,90.97,480.53
28.04,74.33,1013.53,48.65,432.92
12.51,41.14,1027.36,87.86,463.79
10.62,39.64,1010.51,68.55,478.37
20.24,56.53,1020.29,77.75,455.25
8.35,43.52,1022.78,97.34,479.31
19.94,61.87,1009.7,66.6,445.97
9.26,40.11,1024.38,74.82,460.72
11.17,40.27,1009.54,74.56,476.18
6.61,36.24,1013.57,91.8,483.12
15.81,54.3,1017.8,68.45,461.63
7.54,38.56,1016.49,69.1,486.76
33.97,72.29,1008.98,44.32,432.33
11.87,41.78,1012.97,64.79,470.84
11.31,42.02,1001.18,94.86,471.26
24.08,49.3,1003.23,70.42,443.46
7.49,39.81,1019.03,87.29,483.59
26.26,65.06,1013.58,52.72,440.92
22.12,47.93,1005.5,84.47,443.41
17.1,48.98,1016.48,85.63,454.43
30.62,66.75,1017.68,53.68,432.66
28.37,75.6,1017.48,55.19,439.25
30.08,67.25,1017.6,53.09,434.01
5.15,40.07,1012.27,63.31,495.35
16.3,39.63,1004.64,85.61,464.11
29.01,70.32,1007.26,60.55,429.23
5.62,43.65,1017.9,77.43,481.69
7.48,38.5,1014.01,77.35,488.43
29.57,67.83,1009.19,55.74,427.62
24.1,52.84,1006.47,47.58,444.69
28.16,73.21,1002.27,88.26,432.78
4.87,42.85,1013.6,92.3,482.22
25.28,71.94,1006.73,86.69,432.26
19.73,68.63,1012.41,74.12,450.26
15.15,39.58,1011.94,73.63,466.78
10.95,40.81,1016.19,77.96,474.36
15.33,42.28,1008.19,66.15,465.2
27.03,71.14,1010.33,66.25,430.41
10.96,41.93,1019.28,87.38,473.28
29.17,72.99,1006.86,64.92,430.59
20.64,61.86,1012.81,99.97,447.14
24.75,58.79,1009.87,71.97,444.79
25.34,49.5,1013.25,50.8,457.12
16.69,43.52,1021.78,80.87,460.51
29.45,68.24,1007.45,32.81,432.53
16.18,44.9,1021.3,74.46,463.1
6.75,39.37,1020.26,70.99,486.26
28.62,63.77,1012.82,55.77,441.97
30.3,69.51,1011.8,50.43,431.12
21.19,50.16,1005.81,84.27,450.33
30.24,66.75,1017.95,55.66,435.02
21.19,52.3,1008.24,79.19,447.06
26.72,56.9,1007.12,58.54,435.16
18.06,50.16,1009.52,100.09,450.53
19.86,41.67,1012.31,53.9,462.86
30.51,70.94,1007.64,59.42,430.91
24.62,70.47,1010.55,72.71,435.88
20.85,56.89,1013.15,68.22,450.07
31.01,67.69,1005.06,46.16,426.64
23.95,66.48,1003.55,73.68,431.87
15.66,41.35,1001.68,86.26,463.57
35.03,68.27,1006.55,43.82,426.22
9.51,40.46,1018.84,70.12,471.32
10.53,41.26,1007.48,98.74,475.96
5.46,40.81,1025.73,93.52,474.87
29.07,51.43,1006.22,61.58,438.79
20.25,58.33,1013.25,68.92,448.93
30.21,69.4,1003.69,62.89,438.18
20.56,60.08,1017.79,78.08,452.8
11.75,71.14,1019.36,75.68,466.56
26.45,64.27,1013.23,60.92,444.9
11.49,39.22,1016.35,53.11,471.47
20.37,69.48,1011.04,84.31,445.81
27.19,71.32,1008.97,88.43,437.92
23.56,67.79,1010.14,89.72,441.29
10.5,40.8,1024.06,76.05,482.85
22.96,70.79,1005.68,93.93,434.47
20.27,63.56,1014.24,86.55,446.93
11.64,40.1,1015.5,87.05,477.2
9.51,38.38,1022.77,73.82,474.93
23.74,62.96,1019.65,63.39,449.48
22.78,58.96,1013.65,57.06,452.03
25.51,67.69,1004.53,80.03,433.02
11.6,40.69,1015.51,86.55,474.99
25.62,58.82,1010.02,70.31,444.14
23.09,69.71,1009.75,91.35,437.7
15.52,40,1017,66.27,454.14
26.52,73.21,1002.3,95.38,437.02
26.06,65.34,1014.07,57.63,444.55
10.38,41.01,1020.8,94.26,465.9
30.56,69.04,1009.29,55.73,442.24
22.84,59.39,1014.61,80.36,443.71
23.63,60.37,1005,81.66,440.74
25.04,66.48,1004.12,63.01,433.83
22.86,66.48,1003.77,71.22,435.56
28.73,68.24,1008.31,56.85,430.63
22.22,66.05,1016.15,80.58,442.95
24.26,68.14,1005.09,59.49,438.79
15.22,41.67,1013.18,67.17,469.93
23.09,45.01,1012.25,43.95,453.45
20.6,59.15,1013.32,91.07,443.76
30.86,70.32,1011.88,62.68,433.71
14.18,40.69,1014.73,74.88,471.52
12.87,45.51,1015.3,86.67,475.77
22.28,58.86,1014.08,66.47,446.55
15.8,53.82,1015.87,68.48,463.09
7.97,38.5,1013.84,72.36,487.19
15.93,52.75,1024.57,58.71,457.92
32.81,77.17,1009.17,53.13,430.53
24.53,74.78,1009.9,78.34,446.3
9.01,40.77,1022.37,90.3,470.84
18.67,47.83,1005.12,82.97,454.47
10.03,41.62,1014.55,95.61,462.73
5.79,39.61,1021.64,85.41,489.6
10.72,41.17,1019.68,60.71,479.21
17.39,46.21,1013.94,82.73,454.06
9.48,40.8,1023.82,78.98,485.36
21.93,62.91,1013.45,74.62,449.17
19.96,39.53,1006.16,62.77,460.49
15.41,44.78,1007.69,65.17,456.83
24.61,69.68,1012.06,92.47,438.51
24.58,49.02,1008.85,79.32,442.47
29.01,68.08,1010.74,52.51,427.91
10.8,40.22,1011.25,84.57,478.21
19.32,52.9,1016.86,68.2,457.66
18.4,50.16,1011.51,98.07,453.78
24.18,59.92,1009.88,79.54,438.85
23.77,51.43,1006.67,84.09,441.54
31.35,71.97,1008.29,72.26,430.16
5.82,40.62,1016.79,85.04,482.67
27.56,66.93,1016.81,55.59,444.1
25.23,66.44,1011.37,51.3,438.28
15.61,40.89,1010.48,80.26,467.3
23.66,60.37,1006.91,87.13,438.59
19.02,44.85,1014.57,43.37,465.42
27.56,65.59,1010.88,66.47,439.64
18.9,60.07,1016.02,71.38,451.5
21.36,52.3,1007.95,79.38,448.13
6.91,37.49,1011.05,82.07,481.88
14.05,40.69,1015.66,74.39,470.9
9.88,39.66,1017.81,76.05,480.05
28.02,68.08,1013.44,44.46,434.95
11.77,39.39,1012.9,85.8,478.51
10.48,41.38,1021.97,65.22,481.41
4.93,38.44,1015.65,71.47,485.01
6.76,36.25,1028.31,91.16,484.36
17.85,48.14,1017.16,86.68,451.9
25.31,49.82,1014.62,62.15,453.05
15.48,53.82,1016.1,64.77,462.69
22.4,58.12,1015.24,78.03,449.13
23.63,73.18,1012.29,88.81,437.7
17.02,44.85,1014.38,62.66,459.98
6.22,39.33,1012.31,93.23,491.77
23.04,74.99,1005.44,92.86,437.65
18.76,52.9,1016.27,64.7,458.26
30.62,64.69,1006.23,52.06,435.84
24.35,51.86,1014.34,67.22,442.81
19.6,60.95,1015.4,84.26,456.06
20.14,46.33,1013.24,83.39,453.35
22.29,43.79,1015.68,41.75,461.23
23.24,51.95,1006.21,78.08,448.5
23.33,72.99,1009.33,89.41,440.04
10.96,37.5,1013.46,79.54,471.05
22.18,62.91,1012.14,68.86,449.77
10.91,41.04,1026.57,74.24,469.53
23.62,67.45,1014.63,59.8,439.45
27.24,68.08,1013.23,51.96,445.25
7.71,36.25,1027.92,89.84,481.74
30.65,71.98,1004.92,63.39,429.85
30.25,68.24,1006.58,31.9,432.05
28.15,70.72,1009.76,73.38,436.19
21.91,58.62,1015.95,72.87,450.23
27.78,60.07,1014.66,53.74,439.43
25.65,49.3,1003.73,68.48,440.05
6.05,38.68,1017.46,66.13,483.5
30.28,67.22,1014.39,53.32,447.67
11.8,40.66,1017.13,97.2,464.43
17.34,47.03,1013.36,98.13,463.89
18.55,61.87,1008.45,65.3,450.73
22.43,63.21,1012.06,84.75,447.98
20.61,60.1,1010.84,80.57,450.46
33.95,68.14,1002.33,48.98,427.25
11.83,43.14,1010.06,88.14,471.98
11.02,41.26,1020.69,92.13,471.93
30.12,74.16,1013.13,63.56,433.08
7.74,39.96,1025.78,95.81,475.23
33.67,80.18,1010.83,60.87,431.99
12.67,41.16,1016.92,92.8,462.35
15.27,41.16,1009,84.12,467.01
10.46,41.06,1021.41,82.34,481.47
12.99,42.34,1018.04,96.25,465.98
7.32,41.22,1015.42,97.25,484.21
10.61,40.77,1022.09,83.62,471.26
27.08,66.05,1017.33,54.68,439.47
20.71,58.18,1007.63,98.44,447.06
26.02,74.78,1010.04,72.78,439.82
13.76,45.08,1023.77,80.48,469.74
25.92,60.95,1014.62,48.46,442.84
6.43,39.61,1017.51,83.8,480.58
9.03,40.71,1025.98,81.94,484.97
8.36,40.22,1011.6,89.18,484.66
31.49,69.13,1009.33,53.9,425.74
24.8,72.24,1011.58,83.61,435.25
15.58,40.66,1016.34,87.42,460.61
27.37,72.58,1008.16,79.94,428.05
26.21,56.85,1011.45,41.37,439.55
8.6,36.66,1026.4,81.23,481.86
12.14,45,1023.9,89.2,476.6
9.13,39.04,1022.36,74.6,483.24
12.88,44,1022.71,88.58,470.31
29.12,66.56,1006.9,49.79,429.94
26.17,70.47,1010.25,68.96,434.56
28.59,69.84,1003.79,67.31,427.53
18.8,44.78,1009.65,46,462.79
27.41,63.07,1011.5,55.3,445.02
23.05,62.52,1016.5,65.65,449.98
28.69,71.29,1009.22,68.35,433.07
25.21,63.21,1012.24,85.14,441.04
23.62,68.63,1013.18,50.57,447.3
8.96,40.05,1015.91,89.4,467.24
15.92,41.2,1016.04,73.37,468.91
25.54,70.47,1009.28,73.5,436.16
23.63,58.62,1016.45,69.97,445.51
13.22,40.83,1007.82,92.72,472.72
22.85,47.43,1008.13,66.36,448.15
29.35,69.04,1008.55,61.78,445.04
24.54,66.49,1011.1,69.14,437.38
26.49,71.73,1010.07,74.48,431.06
19.08,44.63,1020.14,43.36,459.81
16.45,63.31,1015.96,83.97,452.42
7.32,41.26,1010.11,95.18,482.1
7.75,38.06,1020.83,83.39,483.56
17.69,46.36,1019.55,86.64,462.81
25.54,60.37,1006.49,71.54,436.14
16.18,41.66,1010.01,65.62,465.82
34.96,68.94,1006.17,59.26,431.48
24.27,63.87,1018.88,53.96,420.26
28.5,71.32,1002.54,69.35,435.7
25.4,65.34,1013.11,53.93,445.82
22.78,58.59,1012.84,65.55,445.45
23.63,58.98,1010.99,81.16,444.43
14.93,42.44,1012.65,86.8,471.24
18.81,45.01,1015.28,65.91,457.85
28.54,72.99,1007.42,67.87,432
18.7,52.72,1024.84,57.72,458.06
11.28,43.41,1017.91,81.03,471.42
28.21,70.02,1010.58,51.34,442.47
9.69,40.46,1019.1,71.91,472.16
17.36,43.96,1013.02,79.59,466.36
29.05,68.24,1007.88,42.67,433.92
24.78,66.49,1010.55,68.12,436.62
14.13,41.23,994.6,93.02,467.84
27.23,49.16,1004.03,40.8,443.78
29.1,76.2,1006.28,60.22,435.97
5.24,38.68,1018.03,78.65,486.67
15.11,45.01,1014.35,65.03,460.91
6.48,36.24,1013.62,92.03,484.65
13.33,40.64,1020.92,91.47,474.07
32.89,66.44,1009.94,60.55,431.54
8.53,38.18,1017.54,76.49,480.86
7.71,40.71,1021.53,95.48,471.38
6.79,39.37,1019.79,72.39,487.3
19.92,46.97,1014.32,69.17,459.39
29.28,65.71,1013.76,48.05,445.49
13.82,44.84,1023.72,95.24,467.95
9.57,39.82,1013.12,89.15,468.02
18.24,49.5,1014.37,79.36,464.13
12.23,41.58,1018.76,87.66,464.45
25.26,52.3,1006.65,64.64,442.76
19.09,39.39,1013.36,59.14,466.13
6.5,38.68,1017.8,62.9,483.72
29.45,74.16,1010.49,64.87,438.11
9.83,38.56,1017.35,62.8,480.47
28.71,51.43,1006.4,64.79,440.17
27.92,68.3,1015.02,51.04,437.28
17.45,42.28,1007.64,69.19,463.83
25.91,75.6,1018.23,62.65,443.2
26.66,70.02,1010.88,58.37,439.99
25.74,59.07,1007.37,79.89,441.05
9.93,39.04,1023.78,77.08,480.54
31.75,74.99,1003.25,53.33,430.82
20.6,60.08,1017.84,75.92,454.39
13.74,42.74,1029.54,70,465.92
24.49,49.82,1017.09,64.02,451.42
5.74,45.87,1011.44,95.94,482
12.35,41.38,1021.99,55.38,474.94
31.86,69.59,1008.61,59.74,435.72
27.4,69.13,1001.4,82.47,426.18
25.88,69.13,1002.44,85.67,426.14
21.07,67.07,1004.64,86.16,446.05
23.09,60.95,1015.02,68.78,450.31
19.06,56.65,1020.82,82.14,455.7
21.14,69.94,1008.87,79.74,440.69
14.86,43.14,1019.21,99.14,461.14
19.76,58.79,1017.37,89.09,449.76
18.86,42.18,1001.16,98.58,457.07
22.43,63.94,1012.76,93.24,444.53
27.52,66.25,1008.21,78.8,438.51
27.44,47.93,1002.71,59.44,437.76
26.96,72.86,1004.86,59.17,441.12
18.01,62.26,1011.89,89.29,451.14
13,39.28,1016.7,81.94,473.6
26.51,44.57,1007.56,52.23,445.32
17.99,43.79,1016.13,75.63,462.4
13.75,40.89,1011.21,82.8,471.42
9.92,40.64,1020.39,95.41,469.65
12.58,43.67,1014.36,91.72,473.02
10.46,41.26,1020.65,92.24,473.76
26.73,68.84,1010.75,66.83,440.45
19.12,50.16,1011.52,99.71,451.49
